ID_Atendimento;Data_Atendimento;Tipo_Atendimento;Status;Meio_Contato;Tempo_Resolucao_minutos;Avaliacao
7017;2024-05-09 07:47:42;Reclamação;Sem Solução;Telefone;78;3
7018;2023-02-08 06:03:56;Vendas;Pendente;WhatsApp;95;3
7019;2024-06-05 14:57:44;Suporte Técnico;Encaminhado;Telefone;100;0
7020;2023-11-28 00:51:53;Cancelamento;Encaminhado;WhatsApp;86;3
7021;2024-07-16 14:03:38;Reclamação;Sem Solução;Telefone;108;3
7022;2023-02-21 14:38:43;Reclamação;Resolvido;E-mail;105;2
7023;2024-03-27 18:17:24;Cancelamento;Pendente;E-mail;46;0
7024;2023-05-31 12:25:49;Suporte Técnico;Sem Solução;WhatsApp;108;0
7025;2024-02-26 05:14:12;Reclamação;Sem Solução;WhatsApp;120;0
7026;2024-08-19 01:30:56;Cancelamento;Pendente;Telefone;92;3
7027;2023-10-25 06:52:52;Cancelamento;Pendente;Telefone;89;0
7028;2023-09-03 00:37:20;Cancelamento;Sem Solução;Telefone;97;4
7029;2024-09-12 23:03:05;Reclamação;Encaminhado;Telefone;;5
7030;2023-03-08 04:31:21;Vendas;Resolvido;WhatsApp;78;1
7031;2023-10-08 07:27:53;Cancelamento;Resolvido;WhatsApp;65;0
7032;2023-02-11 07:09:30;Informação;Resolvido;WhatsApp;92;0
7033;2023-01-23 04:16:39;Vendas;Pendente;WhatsApp;31;4
7034;2024-07-22 03:51:46;Vendas;Resolvido;Telefone;28;2
7035;2023-11-08 02:04:57;Vendas;Pendente;Chat Online;40;4
7036;2023-05-18 16:48:40;Suporte Técnico;Sem Solução;Telefone;32;2
7037;2024-04-06 13:26:52;Reclamação;Pendente;Chat Online;98;3
7038;2024-01-02 18:11:11;Reclamação;Pendente;Chat Online;33;5
7039;2023-02-20 20:31:34;Reclamação;Encaminhado;E-mail;10;1
7040;2023-03-29 20:53:24;Cancelamento;Sem Solução;WhatsApp;14;1
7041;2023-04-06 06:58:09;Reclamação;Sem Solução;Chat Online;101;0
7042;2024-09-15 02:56:44;Cancelamento;Sem Solução;WhatsApp;43;0
7043;2024-11-28 21:45:08;Vendas;Sem Solução;WhatsApp;17;3
7044;2024-07-31 01:20:54;Vendas;Pendente;WhatsApp;10;4
7045;2023-09-20 14:13:58;Vendas;Sem Solução;WhatsApp;45;0
7046;2024-10-29 03:55:53;Cancelamento;Sem Solução;Telefone;58;1
7047;2023-03-08 23:42:48;Cancelamento;Encaminhado;Chat Online;;2
7048;2024-06-24 16:15:46;Cancelamento;Sem Solução;Telefone;11;0
7049;2023-01-16 00:55:16;Vendas;Resolvido;Telefone;93;0
7050;2023-04-05 05:45:39;Reclamação;Encaminhado;WhatsApp;96;1
7051;2024-10-31 13:45:57;Informação;Sem Solução;Chat Online;;2
7052;2023-10-27 18:23:52;Cancelamento;Encaminhado;Telefone;34;2
7053;2024-01-25 00:32:58;Informação;Sem Solução;E-mail;18;2
7054;2024-11-26 10:05:21;Reclamação;Sem Solução;E-mail;111;0
7055;2023-04-21 12:53:21;Informação;Pendente;Telefone;66;4
7056;2023-07-06 09:49:38;Informação;Resolvido;E-mail;15;3
7057;2023-04-19 10:42:28;Informação;Encaminhado;E-mail;113;0
7058;2024-11-05 20:02:59;Reclamação;Sem Solução;E-mail;20;2
7059;2023-03-07 17:45:55;Vendas;Pendente;Chat Online;95;4
7060;2023-04-18 00:20:52;Informação;Encaminhado;Chat Online;23;0
7061;2023-06-19 02:00:17;Suporte Técnico;Pendente;WhatsApp;73;5
7062;2024-09-18 16:56:13;Suporte Técnico;Sem Solução;E-mail;30;1
7063;2023-12-15 15:03:20;Reclamação;Resolvido;Telefone;84;3
7064;2023-03-12 19:39:44;Suporte Técnico;Resolvido;WhatsApp;100;3
7065;2024-03-22 05:05:08;Vendas;Resolvido;Chat Online;64;4
7066;2024-04-14 18:46:34;Vendas;Pendente;WhatsApp;;0
7067;2024-06-22 17:14:19;Informação;Resolvido;Telefone;;0
7068;2023-06-14 13:11:58;Reclamação;Encaminhado;E-mail;;1
7069;2023-10-03 18:54:12;Informação;Resolvido;Telefone;;0
7070;2023-10-16 17:32:18;Vendas;Resolvido;Telefone;119;2
7071;2023-03-13 17:27:13;Reclamação;Sem Solução;WhatsApp;64;3
7072;2024-01-17 02:53:22;Informação;Resolvido;E-mail;107;0
7073;2024-10-30 00:03:57;Reclamação;Encaminhado;Chat Online;;3
7074;2024-01-20 11:09:13;Informação;Pendente;E-mail;31;2
7075;2023-01-25 16:40:31;Vendas;Pendente;Telefone;44;5
7076;2023-07-13 23:45:11;Vendas;Sem Solução;Telefone;29;5
7077;2023-08-25 02:32:45;Reclamação;Encaminhado;E-mail;63;0
7078;2023-03-19 02:32:58;Suporte Técnico;Sem Solução;Telefone;70;1
7079;2023-04-24 12:13:01;Cancelamento;Encaminhado;Telefone;80;5
7080;2023-12-18 07:08:15;Vendas;Pendente;Chat Online;72;0
7081;2024-11-29 04:20:35;Reclamação;Resolvido;WhatsApp;42;4
7082;2023-08-12 13:37:33;Suporte Técnico;Pendente;Chat Online;80;0
7083;2024-10-21 07:25:33;Cancelamento;Resolvido;E-mail;115;5
7084;2024-03-04 04:01:50;Suporte Técnico;Pendente;Chat Online;3;0
7085;2024-06-18 15:56:43;Vendas;Sem Solução;Chat Online;113;0
7086;2024-06-05 12:18:33;Reclamação;Pendente;Telefone;1;3
7087;2023-08-10 16:36:47;Vendas;Resolvido;WhatsApp;57;4
7088;2024-02-06 02:37:08;Cancelamento;Resolvido;Chat Online;96;0
7089;2023-09-28 11:09:05;Informação;Resolvido;WhatsApp;24;4
7090;2024-07-29 18:08:30;Suporte Técnico;Sem Solução;Telefone;51;2
7091;2023-03-28 17:17:42;Cancelamento;Pendente;WhatsApp;69;3
7092;2024-09-27 20:32:48;Vendas;Pendente;Chat Online;60;5
7093;2023-07-21 14:23:47;Vendas;Resolvido;E-mail;13;2
7094;2024-01-19 14:23:12;Vendas;Resolvido;Chat Online;;4
7095;2023-08-21 21:29:33;Cancelamento;Pendente;WhatsApp;7;1
7096;2023-06-20 09:33:34;Informação;Resolvido;Chat Online;98;2
7097;2023-08-18 01:36:25;Vendas;Sem Solução;E-mail;15;2
7098;2024-06-27 15:05:31;Vendas;Resolvido;Telefone;72;2
7099;2023-10-18 10:44:11;Vendas;Sem Solução;Chat Online;72;5
7100;2024-01-04 07:59:33;Informação;Resolvido;WhatsApp;62;1
7101;2024-09-12 13:13:47;Suporte Técnico;Pendente;Chat Online;19;3
7102;2024-03-29 04:00:06;Informação;Pendente;Telefone;99;0
7103;2023-11-21 16:07:09;Reclamação;Sem Solução;WhatsApp;46;1
7104;2023-01-13 11:24:23;Suporte Técnico;Sem Solução;Telefone;40;1
7105;2023-02-03 08:00:55;Vendas;Pendente;WhatsApp;35;4
7106;2023-03-06 06:25:18;Reclamação;Pendente;WhatsApp;11;4
7107;2024-09-02 12:40:01;Cancelamento;Resolvido;Chat Online;30;5
7108;2024-08-13 04:34:04;Suporte Técnico;Encaminhado;Telefone;31;0
7109;2024-09-28 19:54:28;Reclamação;Pendente;Telefone;3;2
7110;2023-10-12 14:52:19;Informação;Resolvido;Chat Online;4;2
7111;2023-01-31 05:48:04;Informação;Encaminhado;E-mail;32;1
7112;2024-04-06 15:21:25;Cancelamento;Pendente;E-mail;;3
7113;2023-10-13 02:03:28;Informação;Pendente;E-mail;93;5
7114;2023-01-18 16:25:56;Informação;Pendente;Chat Online;74;0
7115;2024-04-19 12:47:03;Reclamação;Encaminhado;WhatsApp;10;1
7116;2023-10-22 19:40:11;Cancelamento;Encaminhado;Chat Online;80;2
7117;2023-06-12 10:32:23;Informação;Resolvido;Chat Online;8;1
7118;2023-04-15 14:49:49;Suporte Técnico;Pendente;Chat Online;93;4
7119;2023-10-21 07:34:24;Informação;Sem Solução;E-mail;119;5
7120;2023-05-26 07:54:11;Informação;Pendente;WhatsApp;57;5
7121;2023-08-28 13:11:47;Reclamação;Pendente;Chat Online;;0
7122;2024-07-11 17:34:53;Informação;Resolvido;Chat Online;35;5
7123;2023-03-03 17:51:22;Reclamação;Resolvido;E-mail;30;3
7124;2023-08-07 01:14:54;Suporte Técnico;Encaminhado;Telefone;;2
7125;2024-01-01 11:46:02;Informação;Pendente;Chat Online;34;1
7126;2023-02-01 16:06:04;Suporte Técnico;Encaminhado;Telefone;;1
7127;2024-07-15 10:47:44;Suporte Técnico;Resolvido;WhatsApp;54;3
7128;2024-03-14 14:33:02;Suporte Técnico;Resolvido;WhatsApp;69;0
7129;2024-07-04 12:25:48;Cancelamento;Encaminhado;Chat Online;55;4
7130;2023-12-26 21:15:51;Informação;Sem Solução;Telefone;9;5
7131;2023-10-27 18:08:47;Reclamação;Resolvido;Telefone;1;1
7132;2023-07-18 22:39:00;Informação;Resolvido;Chat Online;76;0
7133;2024-08-17 06:12:46;Cancelamento;Encaminhado;Telefone;50;2
7134;2024-08-20 21:48:04;Informação;Resolvido;E-mail;32;4
7135;2023-12-06 22:53:33;Cancelamento;Sem Solução;WhatsApp;105;2
7136;2023-07-15 21:53:28;Informação;Pendente;E-mail;;0
7137;2024-03-05 19:49:48;Reclamação;Encaminhado;Telefone;78;5
7138;2023-12-17 06:52:32;Informação;Resolvido;E-mail;49;1
7139;2023-08-19 00:29:49;Suporte Técnico;Encaminhado;Chat Online;;5
7140;2023-01-12 08:44:30;Suporte Técnico;Sem Solução;E-mail;;2
7141;2023-09-24 08:51:28;Vendas;Resolvido;WhatsApp;120;3
7142;2023-06-28 10:34:08;Suporte Técnico;Encaminhado;Chat Online;2;0
7143;2024-06-19 03:08:55;Suporte Técnico;Pendente;WhatsApp;78;1
7144;2024-07-31 17:40:23;Informação;Resolvido;E-mail;97;4
7145;2023-02-22 07:32:01;Reclamação;Encaminhado;WhatsApp;15;2
7146;2023-06-20 02:48:50;Reclamação;Resolvido;Telefone;97;4
7147;2024-05-23 13:21:04;Vendas;Sem Solução;Telefone;100;3
7148;2024-02-19 01:37:49;Informação;Sem Solução;Chat Online;22;1
7149;2023-09-30 18:36:51;Reclamação;Pendente;Chat Online;4;3
7150;2023-05-23 22:00:13;Vendas;Encaminhado;E-mail;28;1
7151;2023-02-22 09:17:56;Cancelamento;Pendente;Chat Online;;1
7152;2023-09-25 11:58:52;Vendas;Sem Solução;Chat Online;3;1
7153;2023-12-25 05:28:05;Suporte Técnico;Pendente;E-mail;22;0
7154;2023-06-19 19:16:32;Suporte Técnico;Pendente;Chat Online;12;3
7155;2023-07-28 01:40:00;Vendas;Sem Solução;Telefone;78;0
7156;2024-02-10 02:32:39;Informação;Sem Solução;E-mail;2;3
7157;2024-01-03 03:11:41;Cancelamento;Pendente;E-mail;60;2
7158;2024-01-01 09:39:57;Vendas;Resolvido;Chat Online;94;0
7159;2024-04-06 02:05:33;Informação;Sem Solução;Chat Online;76;0
7160;2023-09-26 11:04:22;Cancelamento;Encaminhado;Chat Online;33;4
7161;2024-05-27 10:03:04;Cancelamento;Sem Solução;Telefone;94;3
7162;2023-09-28 17:52:38;Reclamação;Resolvido;E-mail;108;1
7163;2023-08-14 23:09:36;Suporte Técnico;Pendente;Telefone;39;5
7164;2023-07-25 15:04:30;Reclamação;Sem Solução;Telefone;118;4
7165;2024-08-29 18:52:00;Suporte Técnico;Pendente;Chat Online;54;5
7166;2023-07-23 17:00:59;Cancelamento;Pendente;Telefone;30;4
7167;2023-12-25 04:39:01;Cancelamento;Encaminhado;Chat Online;68;4
7168;2023-07-17 22:04:03;Cancelamento;Resolvido;Telefone;97;5
7169;2023-05-09 17:05:10;Suporte Técnico;Sem Solução;Chat Online;119;2
7170;2023-05-29 18:28:25;Reclamação;Encaminhado;Chat Online;42;2
7171;2024-01-24 12:47:06;Vendas;Resolvido;E-mail;10;0
7172;2023-07-20 18:34:34;Informação;Encaminhado;Chat Online;69;1
7173;2024-09-24 21:40:09;Vendas;Sem Solução;Telefone;60;3
7174;2023-04-28 02:48:55;Cancelamento;Sem Solução;E-mail;43;0
7175;2024-10-26 09:45:38;Reclamação;Resolvido;Telefone;;2
7176;2023-04-21 00:50:22;Reclamação;Pendente;Chat Online;102;2
7177;2024-03-22 01:50:01;Reclamação;Pendente;WhatsApp;120;2
7178;2024-05-08 21:49:34;Vendas;Sem Solução;Chat Online;83;5
7179;2024-04-24 14:29:38;Vendas;Resolvido;E-mail;102;1
7180;2023-01-05 07:42:28;Vendas;Sem Solução;Chat Online;;0
7181;2024-09-17 17:31:45;Cancelamento;Sem Solução;Telefone;73;5
7182;2023-12-11 09:59:22;Suporte Técnico;Pendente;Telefone;32;1
7183;2024-08-01 07:35:01;Cancelamento;Sem Solução;Telefone;19;2
7184;2023-03-17 00:00:49;Reclamação;Encaminhado;WhatsApp;17;4
7185;2023-12-03 01:27:49;Reclamação;Sem Solução;Telefone;76;5
7186;2024-08-28 13:27:36;Informação;Sem Solução;E-mail;;0
7187;2024-01-06 00:20:16;Informação;Sem Solução;WhatsApp;;3
7188;2023-09-27 01:25:16;Cancelamento;Encaminhado;E-mail;70;4
7189;2023-03-15 05:55:04;Suporte Técnico;Encaminhado;Chat Online;33;0
7190;2024-05-11 02:08:51;Vendas;Encaminhado;WhatsApp;104;0
7191;2024-08-19 05:15:14;Reclamação;Pendente;WhatsApp;16;1
7192;2023-09-29 15:30:38;Cancelamento;Sem Solução;Chat Online;109;3
7193;2023-12-17 14:04:36;Cancelamento;Encaminhado;E-mail;48;1
7194;2023-04-13 16:30:06;Cancelamento;Resolvido;Chat Online;110;1
7195;2024-10-17 11:00:02;Reclamação;Sem Solução;Telefone;17;4
7196;2023-12-22 15:56:25;Vendas;Resolvido;Telefone;61;2
7197;2024-04-25 11:46:02;Vendas;Pendente;Chat Online;51;4
7198;2024-01-25 14:37:50;Reclamação;Sem Solução;Chat Online;82;2
7199;2023-01-23 05:31:10;Cancelamento;Encaminhado;Chat Online;95;0
7200;2023-01-01 23:08:04;Suporte Técnico;Pendente;WhatsApp;;2
7201;2024-02-06 17:04:29;Vendas;Pendente;E-mail;80;3
7202;2023-04-02 20:38:27;Reclamação;Encaminhado;Chat Online;26;0
7203;2023-02-21 12:35:48;Reclamação;Encaminhado;Chat Online;12;3
7204;2024-07-11 12:13:50;Suporte Técnico;Resolvido;WhatsApp;55;3
7205;2023-02-13 11:34:53;Vendas;Encaminhado;Telefone;78;0
7206;2024-01-29 18:12:24;Reclamação;Resolvido;E-mail;99;0
7207;2023-01-06 21:10:50;Suporte Técnico;Sem Solução;Chat Online;19;1
7208;2023-04-21 08:17:08;Informação;Resolvido;E-mail;;5
7209;2024-11-05 12:04:30;Suporte Técnico;Sem Solução;WhatsApp;28;3
7210;2024-06-16 13:17:22;Vendas;Encaminhado;Telefone;48;1
7211;2023-08-23 22:30:17;Cancelamento;Pendente;Telefone;85;0
7212;2023-04-29 13:02:44;Reclamação;Encaminhado;WhatsApp;50;4
7213;2023-07-17 18:20:17;Cancelamento;Pendente;WhatsApp;101;0
7214;2023-05-02 22:29:44;Reclamação;Encaminhado;Chat Online;;2
7215;2023-04-28 06:10:58;Suporte Técnico;Resolvido;Chat Online;71;5
7216;2023-07-18 11:17:57;Reclamação;Pendente;Chat Online;91;1
7217;2023-07-29 11:47:49;Informação;Encaminhado;WhatsApp;45;3
7218;2024-08-14 11:19:47;Vendas;Pendente;Telefone;87;2
7219;2023-12-18 00:38:39;Informação;Sem Solução;Telefone;;4
7220;2023-11-13 10:31:49;Suporte Técnico;Pendente;Chat Online;37;3
7221;2023-02-13 04:00:16;Suporte Técnico;Encaminhado;Chat Online;73;3
7222;2024-08-26 17:46:38;Cancelamento;Encaminhado;WhatsApp;52;5
7223;2024-08-13 22:25:46;Reclamação;Pendente;Telefone;1;3
7224;2024-08-17 03:44:56;Vendas;Resolvido;Telefone;106;4
7225;2024-05-03 03:46:00;Suporte Técnico;Pendente;Chat Online;7;0
7226;2024-07-24 21:49:19;Cancelamento;Resolvido;Chat Online;96;4
7227;2023-04-05 23:04:54;Suporte Técnico;Pendente;E-mail;73;0
7228;2023-11-02 00:14:07;Vendas;Sem Solução;E-mail;34;3
7229;2023-03-19 03:14:00;Vendas;Sem Solução;E-mail;77;4
7230;2023-03-30 06:15:04;Cancelamento;Sem Solução;E-mail;11;0
7231;2023-08-17 07:34:09;Cancelamento;Encaminhado;Chat Online;92;3
7232;2024-08-16 08:05:24;Reclamação;Encaminhado;E-mail;52;2
7233;2023-05-14 18:53:52;Vendas;Resolvido;E-mail;34;3
7234;2023-04-09 06:27:29;Cancelamento;Sem Solução;Chat Online;30;1
7235;2024-05-21 01:25:25;Informação;Encaminhado;E-mail;51;1
7236;2024-09-25 16:59:55;Reclamação;Encaminhado;WhatsApp;61;3
7237;2024-10-26 15:01:12;Cancelamento;Encaminhado;WhatsApp;11;4
7238;2023-09-12 17:19:07;Suporte Técnico;Sem Solução;Chat Online;;0
7239;2024-02-24 00:00:07;Vendas;Resolvido;E-mail;4;0
7240;2024-02-18 16:48:16;Informação;Resolvido;Chat Online;75;1
7241;2024-08-10 19:22:39;Cancelamento;Sem Solução;WhatsApp;50;5
7242;2023-08-28 02:07:24;Suporte Técnico;Pendente;Telefone;109;4
7243;2024-10-20 07:19:03;Suporte Técnico;Sem Solução;Telefone;47;1
7244;2024-08-29 17:45:13;Suporte Técnico;Sem Solução;E-mail;116;2
7245;2024-11-02 14:23:06;Suporte Técnico;Pendente;WhatsApp;81;0
7246;2024-03-13 21:31:30;Suporte Técnico;Pendente;Telefone;54;4
7247;2023-07-05 10:04:52;Informação;Resolvido;Telefone;116;0
7248;2024-02-02 15:15:53;Vendas;Pendente;E-mail;85;4
7249;2023-11-12 12:16:44;Reclamação;Resolvido;Telefone;43;2
7250;2024-10-05 03:02:06;Vendas;Sem Solução;E-mail;105;3
7251;2023-04-19 21:25:41;Reclamação;Pendente;WhatsApp;;4
7252;2023-03-21 10:36:03;Informação;Encaminhado;Chat Online;78;3
7253;2024-11-21 02:46:26;Informação;Sem Solução;WhatsApp;119;2
7254;2024-04-08 03:13:56;Vendas;Sem Solução;Chat Online;94;0
7255;2024-06-01 23:30:45;Vendas;Pendente;Chat Online;4;5
7256;2024-08-27 09:00:44;Vendas;Sem Solução;Telefone;11;5
7257;2024-07-21 02:55:38;Informação;Pendente;Chat Online;20;5
7258;2023-08-15 09:01:08;Informação;Encaminhado;WhatsApp;;1
7259;2024-11-01 13:22:48;Cancelamento;Pendente;E-mail;;3
7260;2024-02-19 21:45:33;Informação;Pendente;E-mail;2;5
7261;2023-10-16 12:34:34;Suporte Técnico;Resolvido;Chat Online;117;1
7262;2023-01-03 22:36:15;Informação;Sem Solução;Telefone;46;1
7263;2024-04-11 15:09:55;Vendas;Resolvido;Chat Online;13;4
7264;2023-02-04 09:52:22;Informação;Encaminhado;E-mail;47;4
7265;2023-10-17 12:01:57;Cancelamento;Encaminhado;Telefone;63;0
7266;2024-10-04 18:39:05;Suporte Técnico;Resolvido;WhatsApp;60;0
7267;2023-04-30 13:56:28;Reclamação;Encaminhado;WhatsApp;22;4
7268;2023-01-29 03:52:39;Cancelamento;Pendente;WhatsApp;;1
7269;2023-08-24 08:16:27;Informação;Encaminhado;Telefone;91;1
7270;2023-05-30 14:51:47;Reclamação;Resolvido;WhatsApp;75;4
7271;2024-07-30 12:55:37;Suporte Técnico;Sem Solução;Telefone;;2
7272;2023-10-09 20:16:57;Vendas;Pendente;Chat Online;113;0
7273;2024-09-12 23:21:41;Informação;Pendente;E-mail;91;2
7274;2023-12-21 02:44:43;Reclamação;Pendente;Telefone;72;2
7275;2024-06-16 13:32:48;Informação;Pendente;Telefone;49;0
7276;2024-01-24 07:52:46;Reclamação;Pendente;Chat Online;90;0
7277;2023-11-30 03:59:28;Informação;Encaminhado;WhatsApp;;2
7278;2024-04-04 19:06:06;Cancelamento;Pendente;E-mail;93;0
7279;2024-04-21 21:56:31;Cancelamento;Pendente;Chat Online;85;0
7280;2023-10-24 22:48:08;Informação;Sem Solução;E-mail;21;4
7281;2023-02-21 05:20:47;Vendas;Sem Solução;Telefone;46;0
7282;2024-08-09 12:59:28;Suporte Técnico;Resolvido;Chat Online;16;5
7283;2024-01-28 20:05:24;Suporte Técnico;Sem Solução;Telefone;109;0
7284;2024-07-20 21:25:46;Reclamação;Sem Solução;Telefone;52;1
7285;2024-04-15 03:52:11;Reclamação;Sem Solução;E-mail;46;3
7286;2023-03-18 09:43:51;Suporte Técnico;Encaminhado;E-mail;63;1
7287;2023-09-12 02:38:30;Vendas;Encaminhado;Chat Online;70;3
7288;2023-04-27 06:05:47;Cancelamento;Pendente;Chat Online;108;4
7289;2024-04-04 10:55:48;Informação;Encaminhado;WhatsApp;88;4
7290;2023-12-29 13:53:59;Reclamação;Pendente;Chat Online;98;3
7291;2023-11-03 12:35:49;Suporte Técnico;Sem Solução;E-mail;64;4
7292;2024-01-25 13:27:54;Informação;Sem Solução;WhatsApp;;1
7293;2023-01-28 20:37:11;Vendas;Pendente;E-mail;70;4
7294;2024-03-11 11:53:48;Cancelamento;Resolvido;WhatsApp;73;1
7295;2024-10-23 22:51:36;Informação;Encaminhado;WhatsApp;19;2
7296;2024-04-11 13:40:02;Reclamação;Resolvido;WhatsApp;110;2
7297;2023-04-01 02:00:34;Informação;Pendente;Chat Online;110;4
7298;2024-02-16 10:03:43;Vendas;Encaminhado;E-mail;95;1
7299;2024-03-16 05:36:30;Vendas;Resolvido;E-mail;24;0
7300;2023-05-26 02:19:52;Cancelamento;Encaminhado;E-mail;34;0
7301;2023-05-15 15:10:50;Suporte Técnico;Pendente;WhatsApp;64;3
7302;2023-06-15 16:43:26;Informação;Resolvido;E-mail;29;2
7303;2023-04-10 22:00:52;Informação;Resolvido;WhatsApp;24;0
7304;2023-06-02 12:52:04;Vendas;Sem Solução;Chat Online;;1
7305;2024-09-30 15:16:17;Informação;Pendente;Chat Online;21;1
7306;2023-11-11 10:48:49;Informação;Sem Solução;E-mail;71;1
7307;2023-02-22 05:21:19;Reclamação;Resolvido;Chat Online;95;2
7308;2024-10-01 14:58:05;Vendas;Pendente;Chat Online;34;2
7309;2023-04-14 14:18:05;Reclamação;Resolvido;E-mail;24;5
7310;2023-04-09 02:50:00;Vendas;Sem Solução;Chat Online;67;5
7311;2023-01-06 12:22:55;Suporte Técnico;Sem Solução;Telefone;49;1
7312;2023-11-23 10:01:09;Vendas;Pendente;Telefone;1;5
7313;2024-02-05 08:33:54;Suporte Técnico;Encaminhado;WhatsApp;108;4
7314;2023-02-02 02:42:14;Vendas;Sem Solução;Chat Online;;5
7315;2024-07-01 01:54:53;Informação;Sem Solução;Chat Online;109;5
7316;2023-02-04 04:58:14;Reclamação;Resolvido;Telefone;120;0
7317;2024-07-11 15:32:12;Informação;Sem Solução;WhatsApp;10;5
7318;2024-08-25 10:17:53;Reclamação;Sem Solução;Telefone;42;5
7319;2024-02-23 09:55:24;Informação;Sem Solução;Chat Online;12;5
7320;2024-07-07 23:55:01;Cancelamento;Encaminhado;E-mail;64;4
7321;2024-11-21 01:28:14;Informação;Encaminhado;WhatsApp;;3
7322;2024-09-12 06:58:00;Cancelamento;Sem Solução;E-mail;20;1
7323;2023-09-23 17:39:18;Vendas;Sem Solução;Telefone;85;1
7324;2024-10-06 07:35:12;Cancelamento;Encaminhado;Chat Online;55;3
7325;2024-03-05 07:07:00;Suporte Técnico;Encaminhado;Chat Online;87;4
7326;2024-01-05 11:00:14;Suporte Técnico;Sem Solução;E-mail;81;0
7327;2023-12-28 02:36:13;Cancelamento;Sem Solução;Chat Online;102;1
7328;2024-10-23 17:22:48;Suporte Técnico;Resolvido;WhatsApp;22;4
7329;2024-04-16 15:20:59;Informação;Resolvido;Chat Online;;4
7330;2024-06-28 00:22:26;Cancelamento;Pendente;Chat Online;50;3
7331;2023-09-14 11:38:22;Vendas;Sem Solução;Chat Online;;4
7332;2023-04-06 04:37:50;Suporte Técnico;Encaminhado;Chat Online;39;3
7333;2024-09-20 23:35:10;Cancelamento;Pendente;WhatsApp;68;0
7334;2024-05-28 16:12:11;Cancelamento;Encaminhado;Telefone;18;0
7335;2023-10-03 22:11:57;Suporte Técnico;Pendente;Chat Online;104;4
7336;2024-05-23 00:22:56;Informação;Resolvido;Chat Online;16;5
7337;2024-08-09 02:39:27;Vendas;Sem Solução;Telefone;117;2
7338;2023-10-27 13:33:32;Suporte Técnico;Sem Solução;Chat Online;85;1
7339;2024-11-11 18:45:37;Suporte Técnico;Encaminhado;Telefone;15;5
7340;2023-05-19 19:45:57;Suporte Técnico;Pendente;Chat Online;111;1
7341;2024-10-09 16:02:13;Cancelamento;Encaminhado;WhatsApp;34;4
7342;2023-03-05 12:40:49;Vendas;Pendente;WhatsApp;;4
7343;2023-06-08 15:07:37;Reclamação;Pendente;Telefone;41;3
7344;2023-02-20 02:00:08;Cancelamento;Encaminhado;Chat Online;117;5
7345;2023-06-17 12:42:39;Informação;Encaminhado;E-mail;61;4
7346;2024-03-06 08:54:58;Suporte Técnico;Sem Solução;WhatsApp;20;3
7347;2023-08-14 16:26:21;Informação;Resolvido;Chat Online;20;0
7348;2023-06-07 14:07:44;Cancelamento;Encaminhado;E-mail;;5
7349;2024-04-12 08:05:36;Vendas;Encaminhado;E-mail;12;0
7350;2023-07-19 03:36:58;Reclamação;Sem Solução;Telefone;77;3
7351;2024-11-05 06:58:19;Informação;Sem Solução;WhatsApp;;5
7352;2024-07-23 07:49:29;Reclamação;Encaminhado;Telefone;;4
7353;2023-08-15 20:46:23;Reclamação;Pendente;Telefone;;4
7354;2024-07-22 17:31:07;Suporte Técnico;Sem Solução;E-mail;33;1
7355;2023-09-10 13:47:09;Suporte Técnico;Encaminhado;Telefone;37;4
7356;2024-05-07 03:45:40;Reclamação;Pendente;E-mail;12;0
7357;2024-04-25 01:48:09;Informação;Resolvido;Chat Online;76;0
7358;2024-08-07 22:33:02;Informação;Pendente;E-mail;36;3
7359;2023-05-10 10:57:29;Suporte Técnico;Resolvido;E-mail;100;3
7360;2024-06-22 11:01:18;Informação;Sem Solução;WhatsApp;89;0
7361;2023-04-14 09:45:46;Reclamação;Pendente;E-mail;113;0
7362;2023-10-19 03:22:43;Informação;Resolvido;E-mail;8;4
7363;2023-12-23 04:03:19;Suporte Técnico;Sem Solução;Telefone;27;0
7364;2023-12-28 03:10:01;Informação;Pendente;WhatsApp;97;3
7365;2023-12-31 14:22:54;Informação;Pendente;E-mail;;1
7366;2024-02-12 01:08:49;Suporte Técnico;Sem Solução;Telefone;;0
7367;2024-10-19 06:48:32;Informação;Resolvido;WhatsApp;78;2
7368;2024-01-06 01:48:45;Informação;Sem Solução;E-mail;8;3
7369;2024-03-24 02:03:21;Vendas;Resolvido;Chat Online;84;2
7370;2024-11-28 09:40:33;Reclamação;Pendente;Chat Online;77;4
7371;2023-09-28 12:24:19;Suporte Técnico;Sem Solução;E-mail;93;2
7372;2023-10-07 08:21:26;Vendas;Sem Solução;WhatsApp;15;2
7373;2023-08-12 15:10:51;Reclamação;Resolvido;E-mail;;3
7374;2024-04-21 12:52:09;Vendas;Encaminhado;Chat Online;24;1
7375;2024-03-29 23:37:50;Cancelamento;Sem Solução;WhatsApp;57;5
7376;2023-12-12 15:37:36;Reclamação;Pendente;WhatsApp;112;4
7377;2024-01-17 21:38:20;Suporte Técnico;Encaminhado;WhatsApp;23;2
7378;2024-02-18 12:20:53;Cancelamento;Pendente;E-mail;;5
7379;2024-08-30 21:33:26;Suporte Técnico;Resolvido;WhatsApp;;2
7380;2023-07-02 13:29:21;Reclamação;Sem Solução;WhatsApp;101;4
7381;2023-05-31 01:53:07;Reclamação;Sem Solução;Chat Online;22;5
7382;2024-07-22 15:10:31;Cancelamento;Encaminhado;WhatsApp;49;4
